52719,schooled+the+price+of+college+sports+2013,3
313321,the+last+battle+1983,3
340115,love+lasts+three+years+2011,3
261852,die+hard+1988,5
248308,coraline+2009,5
344444,memories+of+matsuko+2006,3
14673,alice+in+wonderland+1951,3
65905,whiplash+2014,5
12016,fade+to+black+1980,3
225150,the+browning+version+1951,4
87543,indiana+jones+and+the+last+crusade+1989,5
52970,airplane+1980,3
226248,children+of+heaven+1997,3
17267,tangled+2010,5
113576,mommy+2014,4
94353,one+flew+over+the+cuckoos+nest+1975,3
84791,american+ninja+1985,3
85893,batman+assault+on+arkham+2014,3
59091,kiwi+2006,4
180779,the+mask+1994,3
280553,french+fried+vacation+3+2006,4
236210,broken+bridges+2006,3
9325,los+olvidados+1950,4
325149,the+wrong+trousers+1993,5
227664,tangled+2010,4
262762,movie+crazy+1932,1
226734,the+normal+heart+2014,4
204746,control+room+2004,3
9565,the+best+years+of+our+lives+1946,4
315285,the+shawshank+redemption+1994,3
70464,neighbors+1920,3
102998,my+winnipeg+2007,4
318366,constantine+2005,2
130771,the+man+from+snowy+river+1982,3
258493,constantine+2005,3
203400,lilting+2014,3
251644,pirates+of+the+caribbean+at+worlds+end+2007,4
57136,the+promise+1995,4
237158,harry+potter+and+the+goblet+of+fire+2005,4
196715,baraka+1992,3
12944,the+talent+given+us+2004,4
100757,advantageous+2015,2
217286,fortress+1985,4
341861,honeymoon+2014,3
335725,rabbit+without+ears+2007,4
172858,frozen+2013,3
63856,the+fourth+angel+2001,3
83420,the+house+is+black+1963,5
9673,coffee+town+2013,4
66091,never+say+never+again+1983,4
22308,dark+girls+2011,3
136661,ponyo+2008,3
183110,the+avengers+2012,4
270449,walle+2008,4
112391,in+dreams+1999,3
243850,my+flesh+and+blood+2003,4
63909,amour+2012,4
150735,red+flag+2012,4
35332,the+man+from+elysian+fields+2001,3
88450,dying+at+grace+2003,4
275812,6+days+to+air+the+making+of+south+park+2011,3
267666,35+up+1991,4
97437,the+omen+1976,3
265537,american+flyers+1985,3
78185,castle+in+the+sky+1986,5
177791,wah-wah+2005,4
295653,reel+injun+2009,3
205920,the+godfather+1972,5
317599,john+waters+this+filthy+world+2006,4
135438,after+life+1998,4
229000,pirates+of+the+caribbean+the+curse+of+the+black+pearl+2003,4
53226,fando+and+lis+1968,4
335918,people+on+sunday+1930,3
238185,monogamy+2010,4
351195,amazing+grace+2006,3
26651,the+dam+busters+1955,3
44350,emma+1996,3
285625,the+white+sheik+1952,3
325119,the+terminator+1984,4
317458,ricky+gervais+live+4+science+2010,4
352466,jim+breuer+and+laughter+for+all+2013,3
142341,toy+story+1995,4
91337,the+gods+must+be+crazy+1980,3
333577,weeds+1987,3
345577,a+cinderella+story+once+upon+a+song+2011,4
198313,sleep+tight+2011,4
202108,le+doulos+1963,3
179352,raiders+of+the+lost+ark+1981,3
6571,terminator+salvation+2009,3
169866,high+art+1998,3
178796,clo+from+5+to+7+1962,4
291873,farewell_+friend+1968,5
166724,the+lady+and+the+reaper+2009,4
176676,mr.+robinson+crusoe+1932,3
332832,interstellar+2014,4
214080,the+ghost+galleon+1974,3
280806,huset+vid+vgens+nde+2003,4
100961,billy+blazes_+esq.+1919,5
11408,ransom+1975,3
76183,our+summer+in+provence+2014,3
56222,24+city+2008,3
334121,indiana+jones+and+the+last+crusade+1989,3
122892,whiplash+2014,4
209877,the+loft+2014,3
350977,my+life+as+a+dog+1985,5
77864,the+chronicles+of+narnia+the+lion_+the+witch+and+the+wardrobe+2005,3
126924,the+help+2011,4
322487,toy+story+2+1999,5
229359,howls+moving+castle+2004,3
66528,up+2009,4
146047,mulan+1998,5
349032,revanche+2008,4
143653,troy+2004,4
287080,the+36th+chamber+of+shaolin+1978,3
327667,sleeping+beauty+1959,3
56070,geronimo+an+american+legend+1993,4
200735,deep+red+1975,3
195367,chuck++buck+2000,3
205388,the+amazing+spider-man+2012,3
76322,a+time+to+live_+a+time+to+die+1985,4
109999,revengers+tragedy+2002,3
343966,a+tale+of+two+sisters+2003,4
35793,master+and+commander+the+far+side+of+the+world+2003,3
192580,clue+1985,4
132426,bennys+video+1993,4
195791,terminator+salvation+2009,3
86609,once+is+not+enough+1975,4
133481,28+up+1984,4
1555,sherlock+holmes+in+washington+1943,2
30490,star+wars+1977,5
10108,the+art+of+getting+by+2011,4
187398,how+to+train+your+dragon+2+2014,4
54547,chisum+1970,3
317700,the+closet+2001,4
139022,never+cry+wolf+1983,4
31034,e.t.+the+extra-terrestrial+1982,5
156813,inception+2010,5
78712,all+the+presidents+men+1976,5
100344,toy+story+3+2010,5
198102,murmur+of+the+heart+1971,3
40820,spawn+1997,3
275052,chicken+run+2000,5
125608,a+bugs+life+1998,5
156126,big+hero+6+2014,3
264558,monsters_+inc.+2001,4
274686,pippi+on+the+run+1970,4
352496,forrest+gump+1994,4
226641,the+jeffrey+dahmer+files+2013,4
341399,terminator+2+judgment+day+1991,4
194521,the+godfather+1972,5
291482,the+lord+of+the+rings+the+two+towers+2002,4
79269,mississippi+grind+2015,4
294371,standby+2014,4
61163,frozen+2013,4
238520,superstar+1999,2
52684,peaceful+warrior+2006,4
154629,whisper+of+the+heart+1995,3
319780,mr.++mrs.+smith+2005,4
235248,pawn+shop+chronicles+2013,3
133108,the+shawshank+redemption+1994,5
118430,hope+and+glory+1987,4
220968,the+oscar+1966,4
86253,kikis+delivery+service+1989,4
234119,my+neighbor+totoro+1988,4
308002,serpico+1973,5
85007,the+squall+1929,4
340691,he+ran+all+the+way+1951,3
147882,valmont+1989,3
140718,the+hairdressers+husband+1990,4
300758,amour+fou+2014,5
263709,becky+sharp+1935,2
278942,double+trouble+1984,3
37190,citizen+koch+2013,4
113826,kikis+delivery+service+1989,4
252177,the+equalizer+2014,3
336218,sunshine+2007,3
167359,stranger+than+fiction+2006,3
212578,the+sword+in+the+stone+1963,4
109415,treasure+planet+2002,3
99436,stuck+2007,4
277534,flavor+of+green+tea+over+rice+1952,3
144052,restoration+1995,4
71313,fury+2014,4
7669,sunless+1983,4
138359,the+aristocats+1970,3
300884,contract+killer+1998,3
211192,the+secret+in+their+eyes+2009,4
330472,the+chronicles+of+narnia+the+lion_+the+witch+and+the+wardrobe+2005,4
271439,woman+obsessed+1959,4
67811,the+rose+seller+1998,3
340878,castle+in+the+sky+1986,4
205802,the+best+of+times+1986,3
52058,flow+2014,4
248953,batman+begins+2005,4
290222,akira+1988,4
194302,kill+bill+vol.+2+2004,4
169966,fight+club+1999,4
263480,american+sniper+2014,3
95137,sweeney+todd+2006,2
174763,lge+dor+1930,4
264302,monty+python+and+the+holy+grail+1975,4
349262,the+pianist+2002,5
347798,fitzcarraldo+1982,4
208833,the+passion+of+joan+of+arc+1928,4
291035,enchanted+2007,3
278104,bobs+birthday+1994,3
160296,penguins+of+madagascar+2014,4
104079,london+after+midnight+1927,4
314987,jupiter+ascending+2015,3
13259,night+and+fog+1955,5
14865,blessed+event+1932,4
348545,close+to+home+2005,3
243491,north+beach+2000,4
274599,one+flew+over+the+cuckoos+nest+1975,4
314395,always+1985,3
70022,the+innocents+1961,3
165321,despicable+me+2+2013,4
56838,the+angel+levine+1970,4
118612,gardens+of+the+night+2008,4
320624,tangled+2010,5
77313,from+russia+with+love+1963,3
220093,sixteen+candles+1984,3
215696,germinal+1993,5
12264,the+rites+of+may+1977,3
225201,men+in+the+city+2+2011,3
134105,heavenly+creatures+1994,4
105934,e.t.+the+extra-terrestrial+1982,3
312495,main+prem+ki+diwani+hoon+2003,4
294149,saving+face+2004,4
279089,inception+2010,4
9189,bobs+birthday+1994,4
7107,up+2009,4
160368,kill+bill+vol.+1+2003,4
134747,fade+to+black+2006,3
105534,chappie+2015,3
298201,the+imitation+game+2014,4
113176,five+broken+cameras+2011,4
344386,master+and+commander+the+far+side+of+the+world+2003,3
341709,le+petit+soldat+1963,4
206022,interstellar+2014,5
55888,azur++asmar+the+princes+quest+2006,4
242249,indiana+jones+and+the+last+crusade+1989,3
121286,back+to+the+future+1985,3
86810,inception+2010,4
334763,whats+love+got+to+do+with+it+1993,4
49199,inglourious+basterds+2009,5
234419,road+trip+2000,4
351458,king+rat+1965,4
112746,way+out+west+1937,4
198409,maleficent+2014,4
177046,airplane+1980,4
57261,harry+potter+and+the+chamber+of+secrets+2002,3
310448,the+great+war+1959,4
59507,dragon+ball+z+broly+-+second+coming+1994,3
58528,mulan+1998,4
114389,the+boys+1998,3
63195,style+wars+1983,3
124309,the+bishops+wife+1947,3
329006,in+my+sleep+2010,4
329825,die+hard+1988,4
260764,the+dark+knight+2008,4
87154,promises+2001,4
272348,the+rabbis+cat+2011,4
246251,harry+potter+and+the+half-blood+prince+2009,3
301209,the+book+of+eli+2010,4
165644,old+acquaintance+1943,5
241597,the+crucified+lovers+1954,4
214767,antique+2008,3
196858,hell+drivers+1957,4
351593,kingsman+the+secret+service+2015,4
249839,mr.++mrs.+smith+2005,4
114405,frozen+2013,4
341766,auditiontalent+competition+1964,4
141441,in+a+year+with+13+moons+1978,4
165914,stolen+kisses+1968,3
178516,my+cousin+vinny+1992,4
134577,harry+potter+and+the+chamber+of+secrets+2002,2
274999,secret+beyond+the+door+1948,4
182515,indiana+jones+and+the+temple+of+doom+1984,4
153205,every+girl+should+be+married+1948,5
107143,the+lord+of+the+rings+the+two+towers+2002,5
134976,monsters_+inc.+2001,3
208500,adult+camp+2015,3
111855,liberty+stands+still+2002,4
55537,nothing+to+declare+2010,4
15756,predator+1987,3
95972,crashing+2007,3
313924,the+strange+little+cat+2013,3
231037,the+man+who+knew+too+much+1956,4
219220,hangmans+curse+2003,3
289143,whisper+of+the+heart+1995,4
61065,ladybird+ladybird+1994,5
75162,the+phantom+carriage+1921,3
66182,the+mexican+2001,3
340404,gone+girl+2014,2
295707,religulous+2008,4
105557,perez.+2014,4
260004,30+years+to+life+2003,4
253497,finding+nemo+2003,3
280911,herr+lehmann+2003,3
58923,jindabyne+2006,4
160757,galaxy+quest+1999,3
41552,dawn+of+the+planet+of+the+apes+2014,4
274282,tony+takitani+2004,3
94430,the+shawshank+redemption+1994,5
198799,for+the+birds+2000,4
293610,zeitgeist+moving+forward+2011,4
211069,the+story+of+qiu+ju+1992,4
23395,extasis+1996,3
21545,forbidden+zone+1980,3
220060,journeys+with+george+2002,3
99439,the+great+debaters+2007,4
5404,bodies_+rest++motion+1993,3
171406,the+maze+runner+2014,4
245986,tony+rome+1967,4
230013,together+2000,4
228256,sixteen+candles+1984,4
94793,the+lord+of+the+rings+the+return+of+the+king+2003,5
251806,a+brief+history+of+time+1991,5
185007,frankenstein+1931,4
94291,the+little+mermaid+1989,4
287344,stanley+kubrick+a+life+in+pictures+2001,3
342408,a+zed++two+noughts+1985,4
303222,the+taste+of+others+2000,4
308725,the+terminator+1984,4
287228,finding+nemo+2003,4
151475,hannah+and+her+sisters+1986,4
304853,crossroads+1942,3
195929,an+occurrence+at+owl+creek+bridge+1962,4
301310,contempt+1963,4
78466,akira+1988,4
131358,the+wolf+of+wall+street+2013,4
223783,ponyo+2008,3
307740,the+lady+eve+1941,3
110678,midnight+cowboy+1969,4
284350,seven+samurai+1954,4
254429,the+bear+1988,4
53213,nickys+family+2011,4
234033,sin+city+a+dame+to+kill+for+2014,5
295476,thor+the+dark+world+2013,4
259520,expecting+a+miracle+2009,4
308390,samurai+rebellion+1967,4
220464,bolt+2008,4
186612,nightcrawler+2014,4
180890,i_+robot+2004,3
126668,babylon+5+the+river+of+souls+1998,4
254271,back+to+the+future+1985,4
73776,the+runaways+2010,3
346758,forgiving+dr.+mengele+2006,3
2683,day+of+wrath+1943,4
9658,aliens+1986,3
143624,play+motel+1979,5
168525,the+bobo+1967,4
69558,se7en+1995,4
273430,the+terminator+1984,3
160681,whats+up_+scarlet+2005,3
325326,cave+of+forgotten+dreams+2010,3
522,mary+stevens+m.d.+1933,4
13198,coraline+2009,3
340548,constantine+2005,4
180603,beethovens+treasure+tail+2014,4
208649,when+youre+strange+2009,4
182516,the+mother+and+the+whore+1973,4
191620,the+good_+the+bad+and+the+ugly+1966,5
101260,the+great+dictator+1940,5
7077,paradise+alley+1978,3
181043,fuck+2005,4
46123,despicable+me+2010,4
20724,to+end+all+wars+2001,4
195402,the+earrings+of+madame+de...+1953,5
211502,harry+potter+and+the+order+of+the+phoenix+2007,4
123279,i+do+2006,3
34099,once+bitten+1985,2
13709,nausica+of+the+valley+of+the+wind+1984,4
168552,cinderella+2015,3
232176,the+best+man+1999,4
98611,pulp+fiction+1994,5
45090,2001+a+space+odyssey+1968,3
114836,a+history+of+violence+2005,5
261348,mister+buddwing+1966,2
92181,boudu+saved+from+drowning+1932,5
238349,take+this+waltz+2011,4
323386,death+defying+acts+2007,3
117230,all+things+fair+1995,3
120828,alice+in+wonderland+1951,3
298824,australia+2008,4
61952,haunt+2014,3
336636,the+great+gatsby+1949,3
127690,love+is+strange+2014,4
299839,i_+madman+1989,3
315871,the+scientist+2010,3
301188,tom+and+jerry+the+lost+dragon+2014,4
133968,spy+game+2001,3
188899,saving+private+ryan+1998,5
123963,seven+up+1964,5
191062,pusher+ii+with+blood+on+my+hands+2004,3
129815,midnight+cowboy+1969,4
172592,shrek+2001,5
203759,the+rutles+all+you+need+is+cash+1978,4
72288,pusher+2012,3
62634,the+lord+of+the+rings+the+return+of+the+king+2003,5
67366,the+great+debaters+2007,3
135944,mysterious+skin+2004,4
273000,the+andromeda+strain+2008,4
281922,tin+men+1987,2
329262,the+raven+1935,5
146616,life+of+brian+1979,5
211557,ponyo+2008,4
134783,the+cosmonaut+2013,4
76715,operation+petticoat+1959,3
221110,the+assault+2010,3
66389,god+bless+ozzy+osbourne+2011,4
192136,everybodys+woman+1934,4
68094,city+in+darkness+1939,3
177720,ice+castles+2010,4
154651,eye+of+the+devil+1966,4
152152,lady+and+the+tramp+1955,5
285183,the+cottage+2012,3
78958,lucky+jordan+1942,3
28136,megamind+2010,3
6832,guardians+of+the+galaxy+2014,5
207915,the+unholy+three+1925,4
85230,the+birdcage+1996,3
185525,after+last+season+2009,4
231693,saving+private+ryan+1998,4
208839,losing+chase+1996,3
14666,juice+1992,3
65859,dragonquest+2009,3
281380,four+daughters+1938,4
117388,aliens+1986,4
230878,nights+in+rodanthe+2008,3
71744,charlie+and+the+chocolate+factory+2005,3
160997,deep+cover+1992,4
78096,apollo+13+1995,4
42235,love+valour+compassion+1997,5
293992,the+flame+and+the+arrow+1950,3
97873,the+court+jester+1955,4
146802,the+dark+knight+rises+2012,5
176084,shadow+of+a+doubt+1943,5
51044,my+architect+2003,4
310460,camelot+1967,3
89646,hey+bartender+2013,4
150710,49+up+2005,5
276043,jiro+dreams+of+sushi+2011,5
118831,the+lord+of+the+rings+the+two+towers+2002,2
157736,august+osage+county+2013,4
45800,ice+age+2002,3
316999,when+in+rome+2002,3
173402,the+imitation+game+2014,4
41473,walle+2008,3
215664,mystery+road+2013,2
90609,night+of+the+ghouls+1959,2
166511,pirates+of+the+caribbean+at+worlds+end+2007,4
174784,and+now+for+something+completely+different+1971,4
78240,shiner+2000,4
90109,a+perfect+candidate+1996,4
286831,forrest+gump+1994,5
6980,in+your+eyes+2014,3
251569,phil+spector+2013,3
62601,avatar+2009,4
311857,richard+iii+1995,4
337620,spirited+away+2001,5
340951,airplane+1980,3
316755,raiders+of+the+lost+ark+1981,4
156054,harry+potter+and+the+prisoner+of+azkaban+2004,4
93608,the+concert+for+bangladesh+1972,3
282645,boudu+saved+from+drowning+1932,4
296306,erndira+1983,5
56951,nowhere+in+africa+2001,4
247654,lovely++amazing+2001,4
348592,days+and+hours+2004,3
262718,the+tigers+tail+2006,4
204599,divine+trash+1998,3
190347,secret+things+2002,3
52614,the+secret+2006,3
135524,harry+potter+and+the+chamber+of+secrets+2002,5
238735,monsters_+inc.+2001,5
71983,a+short+film+about+john+bolton+2003,4
144491,star+wars+1977,4
156519,instructions+not+included+2013,3
84287,herods+law+1999,4
125758,the+rocking+horse+winner+1949,3
181504,the+great+debaters+2007,4
245360,deadly+outlaw+rekka+2002,4
6013,the+bachelor+party+1957,3
297318,kevin++perry+go+large+2000,3
231862,the+new+world+2005,4
184555,jupiter+ascending+2015,4
300992,a+bugs+life+1998,4
317341,highlander+1986,3
263934,much+ado+about+something+2001,4
66937,the+shining+1980,4
338986,hotel+reserve+1944,4
92116,kill+me+again+1989,3
161590,the+offence+1973,4
94093,black+narcissus+1947,3
62226,experiment+in+terror+1962,3
129295,better+living+1998,3
86545,alphabet+city+1984,5
227070,what+we+did+on+our+holiday+2014,4
9006,dr.+no+1962,3
193706,die+hard+1988,4
117509,the+monster+1994,3
148481,jarhead+2005,4
138500,the+glamorous+life+of+sachiko+hanai+2003,3
30824,the+dark+knight+rises+2012,4
217045,dolphin+tale+2011,4
190694,harry+potter+and+the+philosophers+stone+2001,3
210351,inglourious+basterds+2009,4
32297,saving+private+ryan+1998,4
49772,the+goonies+1985,4
89945,sixteen+candles+1984,4
203441,tracers+2015,3
78839,dirty+pretty+things+2002,4
158603,shakespeare+in+love+1998,4
16777,the+lorax+2012,4
164586,angels++demons+2009,4
121899,ive+loved+you+so+long+2008,5
345285,broom-stick+bunny+1956,4
70471,cinderella+2015,3
154424,the+hunchback+of+notre+dame+1996,4
106330,cashback+2006,4
280700,never+let+me+go+2010,4
153647,jade+1995,3
219767,conviction+2010,3
250602,the+good_+the+bad+and+the+ugly+1966,4
34419,the+quiet+ones+2014,5
142740,happy+accidents+2000,4
131540,cats+1998,2
103750,bruce+almighty+2003,3
39936,hope+and+glory+1987,4
237105,the+unknown+1927,3
171520,arsenic+and+old+lace+1944,4
220890,the+last+patrol+2001,4
150400,my+neighbor+totoro+1988,4
124027,creator+1985,4
60824,confessions+of+a+superhero+2007,3
148402,castle+in+the+sky+1986,4
174503,bartok+the+magnificent+1999,4
301298,kings+game+2004,4
246796,the+fall+2008,4
321444,koyaanisqatsi+1982,4
242075,conspiracy+2001,4
331680,brave+2012,5
152206,brief+crossing+2001,4
217821,chicken+run+2000,5
189337,daisy+miller+1974,2
207366,backcountry+2015,5
31180,iron+man+3+2013,4
46524,despicable+me+2+2013,3
163006,mafioso+1962,4
11153,professor+layton+and+the+eternal+diva+2009,4
176239,kill+the+messenger+2014,3
25183,kingsman+the+secret+service+2015,4
347442,harry+potter+and+the+half-blood+prince+2009,4
320400,betty+blue+1986,3
298579,batman+begins+2005,3
277526,mulan+1998,4
136271,the+inquisitor+1981,4
33326,prisoners+of+the+lost+universe+1983,3
112914,ashes+of+time+1994,4
303046,tracers+2015,3
259430,the+first+nudie+musical+1976,4
48671,when+i+grow+up_+ill+be+a+kangaroo+2004,4
129462,the+scarlet+and+the+black+1983,4
250222,the+professional+1981,4
25305,dial+m+for+murder+1954,3
49940,family+plot+1976,3
270606,the+encounter+2010,4
206380,leclisse+1962,5
10711,the+brides+of+dracula+1960,5
344393,eddie+murphy+delirious+1983,2
232686,lotte+reiniger+homage+to+the+inventor+of+the+silhouette+film+2001,5
269080,anchors+aweigh+1945,3
219697,harry+potter+and+the+deathly+hallows+part+2+2011,3
180162,the+lord+of+the+rings+the+return+of+the+king+2003,4
240345,a+star+is+born+1954,5
144679,thor+the+dark+world+2013,5
105403,the+matriarch+2007,4
263593,riders+of+destiny+1933,3
87845,pulp+fiction+1994,5
